"","track","album_name","artist","release_date","isrc","all_time_rank","track_score","spotify_streams","spotify_playlist_count","spotify_playlist_reach","spotify_popularity","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_playlist_reach","apple_music_playlist_count","airplay_spins","deezer_playlist_count","deezer_playlist_reach","amazon_playlist_count","pandora_streams","pandora_track_stations","shazam_counts","explicit_track"
"3570","GIRL LIKE ME","Translation","Black Eyed Peas",2020-06-18,"USSM12003440","3547",22.8,529404392,74777,20137742,62,53885408,433692,196204,74062960,583303862,NA,111,125643,65,1728539,36,61848715,25690,4139682,TRUE
"3571","Blinding Lights - Instrumental","Blinding Lights","The Weeknd",2020-09-11,"USUG12003586","3553",22.8,5191059,1333,1102247,32,685599294,5046214,86612,34207191,490367040,18293,1,495,NA,NA,NA,75074,1303,NA,FALSE
"3572","Wildest Dreams (Taylor's Version)","Wildest Dreams (Taylor's Version)","Taylor Swift",2021-09-17,"USUG12103658","3550",22.8,732118596,62990,35314187,69,31242374,533953,NA,NA,NA,NA,74,24287,11,293175,59,47562205,14217,982971,FALSE
"3573","Here With Me","Here With Me","Marshmello",2019-03-08,"USUG11900610","3564",22.8,676451716,70317,19641164,66,211922060,2621667,330309,12206145,89270256,342543929,103,68308,22,66074,54,157500720,65709,3705612,FALSE
"3574","Ain't Your Mama","Ain't Your Mama","Jennifer Lopez",2016-04-07,"USSM11602625","3562",22.8,478791369,58453,15619408,63,964694090,6231853,512763,28874189,281205271,208345707,55,53264,64,394903,12,17832312,37983,4680196,FALSE
"3575","Rock My Body","Rock My Body (with INNA & Sash!)","R3HAB",2023-04-28,"AEA2D2300315","3545",22.8,155454907,26701,54553074,73,49199015,427756,535,81509,2164944,342422383,35,NA,52,2671845,11,17898,72,1341106,FALSE
"3576","TWINNEM","TWINNEM","Coi Leray",2021-09-20,"USUM72115284","3557",22.8,34116353,10084,1619073,42,73393043,1278586,2426688,716422698,6661617341,305361285,10,966,4,4708,8,13112166,6871,1061424,TRUE
"3577","Mood","Mood","Makar",2022-08-05,"QZMEN2295194","3551",22.8,86132200,50326,3786319,55,43654805,405433,204570,22270479,397336191,12171024,12,19437,5,54477,2,327586,92,1548192,TRUE
"3578","TU$$I (with Dei V)","TU$$I (with Dei V)","YOVNGCHIMI",2023-10-20,"QZWA32200398","3549",22.8,94305899,11356,9053525,72,48837884,316446,24000,8394951,73323706,181125928,6,16,2,28415,5,349115,82,203793,TRUE
"3579","Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50","Bizarrap",2022-11-16,"UYB282201029","3554",22.8,158017957,35544,6481114,62,112378481,3043988,33800,25195709,227308261,1218277,8,2244,10,164441,14,NA,NA,137614,FALSE
"3580","Tell Me What You Want","Tell Me What You Want - Single","Oden & Fatzo",2024-06-14,"GBCPZ2423268","3546",22.8,NA,8,3490536,NA,NA,NA,NA,NA,NA,NA,6,NA,4,6379165,6,NA,NA,NA,FALSE
"3581","KABUKI","KABUKI","Cuckoo Coco",2023-03-25,"AUMEV2314402","3544",22.8,NA,NA,NA,NA,254288195,617991,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,TRUE
"3582","The Bones","GIRL...The Bones","Maren Morris",2019-02-22,"USG4X1800054","3556",22.8,461420009,32656,13523577,63,97498335,724848,46959,14368835,123888567,506561773,85,382468,15,22687,67,225439269,77764,2469386,FALSE
"3583","Good News","Good News","Mac Miller",2020-01-09,"USWB11801008","3567",22.8,447761883,116525,15419745,64,183168994,2032885,95825,43407153,367511487,2621984,57,4887,42,201584,7,13228033,16924,666198,FALSE
"3584","Sin Se","Sin Se","Quevedo",2022-07-22,"ZZOPM2235984","3559",22.8,281829019,58130,8587722,62,49681285,476250,NA,NA,NA,309611524,14,4820,8,26602,2,110512,NA,479341,FALSE
"3585","Mejor Que Yo","Mejor Que Yo - Single","Anuel AA",2023-05-04,"QM6N22374183","3552",22.8,81623095,18046,6605054,59,109132919,1146510,NA,NA,NA,NA,18,3065,2,4440,18,3900142,880,231295,TRUE
"3586","Wiggle (feat. Snoop Dogg)","Talk Dirty","Jason Derulo",2013-09-10,"USWB11400672","3568",22.8,458706557,72270,18270302,58,329962266,1714163,1969612,150122218,1599868506,202089,41,7255,31,120756,11,204684240,736509,10208674,FALSE
"3587","Evoque Prata","Evoque Prata","MC MENOR HR",2022-09-09,"BCA2A2200128","3595",22.7,224150665,33067,14383640,58,105711690,630231,330044,15466674,279699428,176591291,7,648,33,191110,5,NA,NA,300617,TRUE
"3588","Last Heartbreak Song","The Year I Turned 21","Ayra Starr",2024-05-30,"USUG12402960","3580",22.7,6073281,592,22270490,67,3597876,151835,NA,NA,NA,32844745,61,184,17,1458694,65,126908,23,102468,FALSE
"3589","MIDDLE CHILD","TrapStar Turnt PopStar","PnB Rock",2019-05-02,"USAT21901942","3590",22.7,143152814,37044,3705069,53,111536750,1932048,21064,7419600,56902607,15229934,2,251,3,2963,1,1974367,15412,172456,TRUE
"3590","Pakistan","Pakistan","D-Block Europe",2023-06-29,"USZXT2351612","3594",22.7,43844757,25855,2553452,56,15389226,98631,NA,30,1420,294,10,1580,6,248548,6,304,14,101226,TRUE
"3591","Beat the Odds","Beat the Odds","Lil Tjay",2022-08-26,"USSM12207337","3575",22.7,115581471,49847,5823632,60,46251839,946512,19042,11669063,93356963,231265850,16,38261,8,48742,7,8878298,2816,359642,TRUE
"3592","Barely Breathing","Barely Breathing","Grant Averill",2021-10-22,"TCAFW2108079","3582",22.7,1479227,616,19001,22,105953,2195,3501522,290886962,5235190320,NA,NA,30,NA,NA,NA,NA,NA,126537,FALSE
"3593","All Around The World (La La La)","All Around The World (La La La)","R3HAB",2019-04-05,"NLW4L1900121","3571",22.7,654965766,124386,40611935,68,147035496,1383677,532715,150205415,1859282676,27772087,87,34490,117,793184,23,1604779,1078,3047102,FALSE
"3594","You're On Your Own, Kid","Midnights","Taylor Swift",2022-10-21,"USUG12205711","3585",22.7,587555589,34908,21579957,72,43130763,357803,77652,54962930,342958656,NA,13,1087,3,22755,9,7967496,5328,364310,FALSE
"3595","(My head is spinning like a screw)","","kostromin",2021-02-02,"QM4TW2159341","3578",22.7,116542329,41062,3658542,8,115229170,2436482,1844500,547119599,3964454629,1169307,9,1,3,3117,NA,1082032,1887,3536203,TRUE
"3596","Already Rich","Already Rich","Yeat",2023-05-03,"USUM72306884","3592",22.7,156047755,31578,4170271,70,13251602,156992,195434,26190022,273007809,83289,1,12,NA,NA,NA,637800,1448,252675,TRUE
"3597","Bandana","Bandana - Single","Shubh",2024-03-29,"INW262400703","3576",22.7,41479958,1644,5818260,72,25606311,481855,NA,NA,NA,NA,14,95,NA,NA,6,10806,2,60404,FALSE
"3598","","","Mrs. GREEN APPLE",2024-04-11,"JPPO02401026","3573",22.7,26222603,921,7492428,74,23049880,275676,6375,NA,NA,NA,30,255,NA,NA,3,26690,NA,59611,FALSE
"3599","Bruises","Bruises","Lewis Capaldi",2017-03-31,"GBKPL1778698","3570",22.7,1135588382,132498,38683695,73,375823933,3028107,119383,13112648,120059618,14015244,69,30368,33,92939,9,59654253,65711,2299610,FALSE
"3600","exile (feat. Bon Iver)","folklore","Taylor Swift",2020-07-24,"USUG12002838","3572",22.7,757789027,81489,55181767,72,144150389,1468017,177809,72512284,553360638,14052190,70,10081,19,115184,45,25760635,23011,1831311,FALSE
"3601","THE GIRLS - BLACKPINK THE GAME OST","THE GIRLS (BLACKPINK THE GAME OST)","BLACKPINK",2023-08-25,"KRA402300038","3596",22.7,116539504,7964,8670175,62,92628391,2102936,30,204176,870565,41655609,7,4506,13,253740,24,1084444,941,220900,FALSE
"3602","Raja Ji","Raja Ji","Pawan Singh",2023-06-30,"ING642304903","3581",22.7,27244358,456,263080,61,175350809,995898,NA,NA,NA,29757537,NA,NA,NA,NA,NA,NA,NA,12266,FALSE
"3603","","- Single","A.V.G",2023-07-17,"DGA062340713","3593",22.7,10694922,5363,288263,50,120681039,653249,NA,762205,16374449,292889844,7,NA,NA,NA,NA,NA,NA,1593368,FALSE
"3604","Love Sosa","Finally Rich (Deluxe)","Chief Keef",2012-01-01,"USUM71214600","3586",22.7,757522352,224483,30472220,74,101146931,1073571,186541,59591708,450672924,2329764,36,1404,9,17953,6,199348206,785640,1130370,TRUE
"3605","HIND'S HALL","HIND'S HALL","Macklemore",2024-05-10,"ZZOPM2445925","3589",22.7,22463244,2291,2406268,73,2237688,147286,NA,111800,272100,NA,6,985,3,1686021,1,98723,229,86524,TRUE
"3606","Skibidi","Antipositive, Pt. 2","Little Big",2018-10-05,"RUA591801291","3577",22.7,46872738,21343,1515150,49,876122384,6497142,552680,35154078,460636179,10539876,14,14,2,6971,NA,584101,8545,1055258,FALSE
"3607","I'm Geekin","I'm Geekin","DDG",2023-04-21,"USSM12302214","3584",22.7,76004507,24334,3477076,60,9862592,231074,480208,182882813,1467434192,203939429,9,15042,10,94029,NA,1710046,1518,132370,TRUE
"3608","Hey Lil Mam","Sol Mar","Eladio Carrion",2024-01-19,"QMFMG2346935","3574",22.7,77975794,7057,10565513,71,27130599,231540,NA,NA,NA,110197195,11,1124,9,72838,9,554815,328,262176,FALSE
"3609","Eres M","Frmula, Vol. 2 (Deluxe Edit","Romeo Santos",2014-02-25,"USSD11300464","3583",22.7,562983225,52754,16157389,73,1452593496,4997178,261129,33076170,314778494,224225223,25,9125,27,377492,10,NA,NA,3343573,FALSE
"3610","Sunrise","One Thing At A Time","Morgan Wallen",2023-03-03,"USUG12300812","3579",22.7,104516305,16554,1412703,67,44535669,284688,32776,2219054,23849216,NA,3,155,NA,NA,NA,68775651,10824,153036,FALSE
"3611","ME! (feat. Brendon Urie of Panic! At The Disco)","ME!","Taylor Swift",2019-04-26,"USUG11901267","3588",22.7,859985881,17061,4818145,NA,441233054,6454290,NA,NA,NA,472215964,112,56082,27,51446,7,109321182,155826,2764962,FALSE
"3612","Para de Mentir","Para de Mentir","Oruam",2023-11-16,"BCM9A2300096","3569",22.7,44091443,4971,5768959,NA,81099679,575459,NA,226237,1998040,349814773,NA,NA,16,466460,8,NA,NA,NA,FALSE
"3613","TRYNA MAKE SURE","TRYNA MAKE SURE","Moneybagg Yo",2024-05-03,"USUM72404717","3591",22.7,5588636,1252,7389987,NA,5680064,87918,NA,NA,NA,191383970,17,2,3,1369715,18,4153458,165,32511,TRUE
"3614","Yo Ya No Vuelvo Contigo - En Vivo","Viva Mxico (En V","Grupo Firme",2020-11-25,"QZDQH1908793","3587",22.7,1969714,502,83027,29,678412558,2502471,2322,547396,10405552,17029446,NA,NA,NA,NA,3,516773,1499,NA,FALSE
"3615","Bella y Sensual","Golden","Romeo Santos",2017-07-21,"USSD11700316","3611",22.6,494373634,45589,20264304,66,824555368,3078270,48062,5427309,40949580,254653941,35,3741,27,345817,27,156433703,28254,1736972,FALSE
"3616","Bertahan Terluka","Bertahan Terluka - Single","Fabio Asher",2022-02-02,"SGB502203331","3603",22.6,171663870,10620,2901653,4,169981704,823356,1446616,315673377,4039554717,2312695,5,2475,NA,NA,NA,NA,NA,89958,FALSE
"3617","if looks could kill","if looks could kill","Destroy Lonely",2023-03-03,"USUM72302654","3618",22.6,88771696,46086,4886494,62,11580205,273458,3641,2217176,13785559,2668776,3,27,NA,NA,7,306963,838,456300,TRUE
"3618","Save Me The Trouble","Save Me The Trouble, Heartbreak On The Map, Bigger Houses","Dan + Shay",2023-07-14,"USWB12302904","3616",22.6,28945482,3303,2239918,52,NA,NA,2424,90595,1916491,NA,10,141650,3,88393,13,13593333,1095,219049,FALSE
"3619","Marisola - Remix","Marisola (Remix)","Cris Mj",2022-12-15,"CLA1D2200030","3621",22.6,325264193,47780,22081093,70,NA,NA,28194,7137722,83764776,NA,9,18164,18,549718,24,590914,374,NA,TRUE
"3620","Trampoline","Trampoline","SHAED",2018-05-18,"QZ47A1800201","3615",22.6,229366200,37923,4719100,55,96307326,1364046,598075,72671267,815192203,6201413,47,270234,13,7187,43,241661372,124369,NA,FALSE
"3621","Alone (with Nicki Minaj)","Alone","Kim Petras",2023-04-21,"USUG12302442","3622",22.6,79045342,18284,6628769,55,34142538,565870,19430,9297727,105037367,711554335,42,61153,18,214894,44,12737821,856,994509,TRUE
"3622","God","GO LIVE","Stray Kids",2020-06-17,"US5TA2000037","3600",22.6,354643707,30447,7012694,68,529909818,8469062,147664,141180977,703479878,34239087,14,887,5,70358,16,2869102,9153,NA,FALSE
"3623","Te Vi","Los muchachos vol. 1 - EP","Piso 21",2018-06-01,"MXF151800454","3610",22.6,752708868,62653,31913503,70,535764821,2159262,751220,59390273,427823320,131977173,68,16739,46,347376,31,41720770,12717,2326604,FALSE
"3624","I Wanna Be Yours","AM","Arctic Monkeys",2013-01-01,"GBCEL1300373","3597",22.6,2185240293,277753,129062801,86,109538379,1268458,2636,16502076,105020737,NA,39,2746,36,2608421,35,38918532,20659,4280207,FALSE
"3625","Boyfriend","Believe","Justin Bieber",2012-01-01,"USUM71202650","3614",22.6,538918222,73149,29404069,70,992302781,6629367,260418,26028741,149188520,184669606,43,5481,20,206290,17,196398467,707576,3052967,FALSE
"3626","PARANOIA","PARANOIA","HEARTSTEEL",2023-10-23,"QZH6S1900806","3601",22.6,77600263,13012,1664856,NA,50406342,923571,11600,11407462,80073768,76473184,NA,80,NA,NA,NA,196297,107,74897,FALSE
"3627","Story of My Life","Story of My Life","One Direction",2013-10-28,"GBHMU1300210","3607",22.6,1275036167,143693,85520811,79,264658339,3696633,330028,105141667,862277477,62831,101,86998,44,322268,24,303993932,275062,9015652,FALSE
"3628","Black Summer","Black Summer","Red Hot Chili Peppers",2022-02-04,"USWB12105880","3606",22.6,128264127,34856,14539064,57,57252735,907529,4321,1049186,20590526,97206641,21,184255,17,35774,23,7419824,2929,1471206,FALSE
"3629","Devil You Know","Devil You Know - Single","Tyler Braden",2024-02-02,"USWB12400281","3599",22.6,37634335,4046,11535906,21,12646991,155250,NA,NA,NA,649110857,7,3216,3,11371,25,23487655,1844,108677,FALSE
"3630","run for the hills","THINK LATER","Tate McRae",2023-12-08,"USRC12302981","3604",22.6,120880428,10296,16902097,NA,11115978,143233,NA,NA,NA,1813086064,25,6894,29,297952,18,13430776,1931,147452,TRUE
"3631","I Know - PR1ISVX Edit","I Know (PR1ISVX Edit)","Kanii",2023-03-24,"USWB12301125","3617",22.6,152454686,34461,5057389,65,NA,NA,NA,NA,NA,NA,4,161,2,190,NA,473548,562,159945,TRUE
"3632","Wish","Wish","Diler Kharkiya",2020-11-20,"INS922000422","3598",22.6,10848948,1036,186826,45,681881643,3559389,471,58718,1327611,NA,NA,NA,NA,NA,NA,NA,NA,42722,FALSE
"3633","Let Me Love You","Turning Point","Mario",2004-01-01,"USJAY0400348","3608",22.6,971172980,146441,57655350,70,996052113,5781852,158366,21655145,171491357,559214970,119,112158,86,1476213,31,1022198659,550385,6473758,FALSE
"3634","Sofia","Sofia","Alvaro Soler",2016-04-15,"DEUM71601055","3612",22.6,353525330,59509,9323605,65,1004545222,7106869,379396,17082677,151019644,191192432,21,43791,16,74676,14,945763,10078,6134790,FALSE
"3635","Beso (Fruta Fresca)","Beso (Fruta Fresca)","Wakyin",2023-12-13,"USUG12310037","3605",22.6,26036782,13038,16595457,NA,4008686,45996,NA,NA,NA,NA,5,810,12,520010,8,NA,NA,417318,FALSE
"3636","Ya Lili","Ya Lili","Balti",2017-11-07,"LBA0H1700138","3609",22.6,54678867,18538,1506717,46,1004615686,7493088,898905,35556332,816621236,3865576,4,473,6,44373,NA,NA,NA,3070031,FALSE
"3637","Those Eyes","Those Eyes","New West",2019-05-10,"TCAEE1990215","3613",22.6,785139012,119530,33481593,73,147215663,1730949,114347,79425600,594352793,3600049,23,19144,9,28495,13,930098,2030,2332983,FALSE
"3638","Little Foot Big Foot (feat. Young Nudy)","Atavista","Childish Gambino",2024-05-13,"USRC12302587","3602",22.6,7362358,1483,4517785,NA,6647943,266158,NA,NA,NA,381728,17,375,21,139488,16,296216,228,42895,TRUE
"3639","Expl","Para Mi Ex","Myke Towers",2020-12-15,"QMFMF2007349","3619",22.6,243931915,57909,7781405,62,337123245,1592106,38300,13056090,116038150,13620018,24,3123,3,19077,4,12008035,2206,466416,TRUE
"3640","Girl On Fire","NRJ Music Awards 2013","Alicia Keys",2012-01-01,"USRC11201015","3620",22.6,646295324,96138,42759011,71,719570982,5771711,1767171,100602291,1264756176,233120548,112,132465,67,216702,33,130538038,461006,5809958,FALSE
"3641","Like I Want You","LIKE I WANT YOU","Giveon",2019-11-21,"USSM11914370","3623",22.6,382565051,85310,24209669,69,121875542,986189,62502,17799186,123745488,1263721,55,25,14,71931,1,26786493,21467,1222113,FALSE
"3642","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Himesh Reshammiya",2023-02-12,"INZ031412468","3638",22.5,5828713,790,115824,NA,251302629,2884972,NA,NA,NA,87239915,2,NA,NA,NA,2,NA,NA,97864,FALSE
"3643","Black Magic","Black Magic","Little Mix",2015-05-21,"GBHMU1500046","3637",22.5,642037328,56621,20621933,67,1143353058,9332783,130256,33193688,290754721,633436955,110,39176,25,115424,21,39284360,53359,2332701,FALSE
"3644","Budapest","Did You Hear the Rain?","George Ezra",2013-11-03,"GBARL1400477","3646",22.5,1142061871,140545,43438732,79,265620751,1528733,13128,5175533,42711557,16631579,183,106124,68,309720,36,336791180,192462,12360774,FALSE
"3645","Shellfish cumbia","Retumbo","H2O",2023-03-31,"USA2B2308081","3633",22.5,NA,2,4,NA,244228052,570281,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE
"3646","La Ge","La Gerita - Si","Grupo Marca Registrada",2024-04-26,"BK4DA2412746","3645",22.5,27813921,1325,40146341,75,12969075,88088,NA,NA,NA,NA,5,5,2,39467,NA,104690,293,103648,FALSE
"3647","Mi Tesoro (feat. Nicky Jam)","Motivan2","Zion & Lennox",2016-09-30,"USWL11600243","3631",22.5,162240700,16013,5249592,54,168005056,764995,6895858,72549539,1426765550,150952,10,1586,13,69938,10,33136221,7883,829090,FALSE
"3648","ERE","ERE","juan karlos",2023-08-04,"PHUM72300128","3626",22.5,117290821,8229,6844366,62,79061420,533194,220671,17870184,201566991,46522818,5,715,NA,NA,NA,31098,101,20508,TRUE
"3649","Alcohol-Free","Alcohol-Free","TWICE",2021-06-09,"US5TA2100022","3634",22.5,224295163,24906,7188926,62,398036555,5248109,154492,122614400,811061720,162479822,25,2581,1,32602,25,483553,1561,339808,FALSE
"3650","Bad boy","Bad boy","Marwa Loud",2018-01-01,"FR7IX1800130","3639",22.5,228588822,55077,5070531,63,526305086,5736409,2331929,348414974,3551204518,231380,12,8461,9,15135,4,197001,1063,4386468,FALSE
"3651","Voices In My Head","Voices In My Head","Falling In Reverse",2022-05-31,"USEP42231001","3644",22.5,122568479,33824,2017666,68,109752215,1100224,20900,2568996,33939631,15820345,7,51518,3,7303,14,28094423,9522,365803,TRUE
"3652","LA NENA","LA NENA - Single","Lyanno",2024-04-11,"QM4TW2488674","3643",22.5,29683046,4064,52935650,80,7710244,112034,NA,NA,NA,2613123,10,790,6,88547,21,770441,82,71193,TRUE
"3653","Better Now","beerbongs & bentleys","Post Malone",2018-04-27,"USUM71805184","3647",22.5,1953403531,5013,1630513,46,849135355,6338986,NA,NA,NA,605280632,54,NA,NA,NA,1,NA,NA,NA,FALSE
"3654","Hati-Hati di Jalan","Manusia","Tulus",2022-03-03,"FR2X42253130","3627",22.5,306652166,21841,7413119,69,225136062,2113507,371413,158047875,1719389454,NA,17,13846,NA,NA,NA,NA,NA,107807,FALSE
"3655","Algo M","Algo M","Rauw Alejandro",2020-06-25,"USSD12000187","3648",22.5,304134537,57388,9038307,64,345512160,1952713,327887,43897868,279992648,4682360,40,860,6,46735,10,3511988,1365,872301,FALSE
"3656","Quicksand","Quicksand","Morray",2020-10-30,"CA5KR2101974","3642",22.5,92536126,39798,3748995,53,290871758,2393255,17868,11967754,101473422,22027642,27,72653,4,2505,NA,77453676,29684,1464482,TRUE
"3657","Singapur","El Androide","El Alfa",2020-05-15,"USDY42003198","3641",22.5,200520284,32859,6302679,64,477774248,3156383,619224,144110176,1255331962,9497811,6,1955,4,17685,8,6405667,6171,576685,FALSE
"3658","Just Dance","The Fame","Lady Gaga",2008-01-01,"USUM70807646","3629",22.5,1062571821,183102,83157868,74,566585521,2999671,135610,86779845,623454990,175213622,166,209992,69,1145161,54,267910774,490969,7126620,FALSE
"3659","Tom's Diner","Tom's Diner","AnnenMayKantereit",2019-06-28,"DEUM71903009","3640",22.5,296543065,117924,14177874,68,205245834,3566571,256438,262367607,2473547695,6435978,12,6060,16,103155,12,1650972,10222,3560853,FALSE
"3660","La Jeepeta - Remix","La Jeepeta (Remix)","Nio Garcia",2020-04-24,"QM6MZ2057011","3625",22.5,672449007,89441,25654350,64,NA,NA,1264802,76708336,770493680,NA,68,13831,27,345282,2,48472013,23470,1329269,TRUE
"3661","Ojos Marrones","Ojos Marrones - Single","Dos Waves",2023-02-12,"GX3Q92325690","3632",22.5,2307,NA,NA,NA,268591891,1143635,NA,NA,NA,373331912,NA,1,NA,NA,NA,NA,NA,1542,FALSE
"3662","Marvins Room","Marvins Room","Drake",2011-07-22,"USCM51100267","3624",22.5,597923434,102247,25718396,68,201599895,1427945,27417,22548238,138482890,10451007,81,185,12,148200,37,514851526,1225805,NA,TRUE
"3663","The Motto","Take Care (Deluxe)","Drake",2011-11-15,"USCM51100731","3630",22.5,549699659,89323,25996675,68,76930754,622540,2177,1966065,13825915,11000116,89,39594,21,241905,13,856303899,1008460,NA,TRUE
"3664","Hot (feat. Gunna)","So Much Fun","Young Thug",2019-08-16,"USAT21904711","3635",22.5,387820994,84975,16825587,64,292576551,2516143,108794,43178104,366572254,30753691,46,6,15,26150,16,85953532,43543,2389263,TRUE
"3665","Skibidi Toilet","Skibidi Toilet","Lil Big Stack",2023-06-18,"QZMEP2360644","3636",22.5,8388731,1929,194015,55,7936486,153016,1182000,31867349,639301182,NA,NA,NA,NA,NA,NA,NA,NA,15378,FALSE
"3666","moment","moment","Vierre Cloud",2019-12-19,"QM42K1931856","3628",22.5,383570519,111710,19093657,71,25031987,409300,96178,50379871,332001686,67641,9,13,4,59180,NA,2019419,3941,914081,FALSE
"3667","Heaven Takes You Home","Paradise Again","Swedish House Mafia",2022-04-15,"USUG12202132","3649",22.5,248202976,55197,31793054,71,59788261,351230,11712,2134589,36131031,1752736829,50,49346,35,1204670,12,6850903,1019,NA,FALSE
"3668","Far Away (2020 Remaster)","All The Right Reasons (15th Anniversary Expanded Edition)","Nickelback",2020-10-02,"USRH12000111","3661",22.4,378296524,1941,494700,61,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,519451782,175525,NA,FALSE
"3669","God Damn","Ek Tha Raja","Badshah",2024-03-18,"INUM72400156","3651",22.4,34233316,1547,5202586,70,32452229,499855,NA,NA,NA,19904542,9,216,2,796,13,7187,13,66159,FALSE
"3670","Razzi Bolja","Razzi Bolja","Harjeet Deewana",2021-01-17,"ING582100020","3664",22.4,14329936,1206,238098,51,651601460,2438665,189,14251,249060,NA,NA,NA,NA,NA,NA,NA,NA,38084,FALSE
"3671","Tested, Approved & Trusted","I Told Them...","Burna Boy",2023-08-23,"USAT22307524","3658",22.4,42115225,15081,3685016,61,35754905,292516,171,694348,12150553,100107628,50,3272,6,39982,7,3480196,1097,972640,TRUE
"3672","GALOPA","GALOPA","PEDRO SAMPAIO",2021-09-16,"BRWMB2100721","3667",22.4,210287302,26385,7610967,57,312406682,1727224,352725,79097830,1043956869,20077955,17,5343,36,74508,7,18770,NA,302042,FALSE
"3673","Reckless","Reckless","Madison Beer",2021-06-04,"USSM12102874","3670",22.4,504851489,57183,22431648,66,156937871,2288818,175947,95616150,763454337,820387064,43,24679,12,84499,16,2913831,6029,845428,FALSE
"3674","Paint The Town Red","Paint The Town Red","Doja Cat",2023-08-03,"USRC12301713","3678",22.4,1065399331,3719,1828974,52,NA,NA,NA,NA,NA,NA,51,377,2,7982,NA,NA,NA,NA,FALSE
"3675","BEST ON EARTH (feat. BIA) - Bonus","BEST ON EARTH (feat. BIA)","Russ",2019-10-18,"USSM11913145","3665",22.4,236121136,50891,7553724,60,66409032,793546,40154,5254332,44773047,1075576,34,85329,15,11093,6,202270853,64899,2596463,TRUE
"3676","Drunk (And I Don't Wanna Go Home)","Drunk (And I Don't Wanna Go Home)","Elle King",2021-02-26,"USRC12100003","3676",22.4,198817832,29696,13496258,61,72494045,589638,28163,5259924,88185708,240248194,53,207532,4,991,42,124606059,33325,1594014,FALSE
"3677","Overdrive","Overdrive","Post Malone",2023-07-14,"USUM72306020","3669",22.4,130236751,27992,6772366,63,9721972,104453,21289,4910687,52127762,NA,17,7742,15,366175,8,3091452,1386,229064,FALSE
"3678","Cuando Nadie Ve","Cuando Nadie Ve","Morat",2018-06-08,"ES5701800456","3673",22.4,621596476,41914,21124626,72,761391767,3404496,127773,13275748,84607917,210012869,23,17161,36,1908898,15,1240330,1797,1406798,FALSE
"3679","Freak (feat. REI AMI)","Thrill Seeker","Sub Urban",2020-03-13,"USWB12000170","3652",22.4,193103080,47712,8225689,62,282087862,4970570,1349437,175447722,1526797371,15573122,5,2357,2,5607,NA,31549388,29235,1359388,FALSE
"3680","Sugar Rush Ride","The Name Chapter: TEMPTATION","TOMORROW X TOGETHER",2023-01-27,"USA2P2243432","3672",22.4,178523233,14560,6470472,67,140763661,2394273,144009,133503343,697618053,53703779,11,1785,5,36012,36,905604,967,370282,FALSE
"3681","Me Escap","Me Escap","DobleP",2023-09-07,"QZNJZ2368122","3654",22.4,36559856,7332,6306859,NA,44786762,189253,426900,63088852,722844173,NA,NA,214,3,3117,6,NA,NA,81058,TRUE
"3682","Sakhiyaan","Sakhiyaan","Maninder Buttar",2018-10-21,"FR96X1865569","3668",22.4,177496669,14789,2384549,65,776438148,6800185,1109656,28941338,339486868,31425935,4,113,NA,NA,8,220,NA,433239,FALSE
"3683","Without You (feat. Sandro Cavazza)","AVCI","Avicii",2017-08-10,"SE5R71700101","3662",22.4,1074175360,135290,29277394,73,293084186,2973334,180391,19770288,229614343,24725817,82,43106,46,259328,7,21846254,11253,5939460,TRUE
"3684","Aynen","Hermano","Heijan",2023-04-28,"QZMZ92307983","3663",22.4,66701855,12381,2302824,57,132663199,408097,59853,1885010,52142540,289637676,7,2069,NA,NA,NA,NA,NA,241463,FALSE
"3685","IDGAF","Dua Lipa (Deluxe)","Dua Lipa",2017-06-02,"GBAHT1600301","3675",22.4,1583012380,108894,36019109,71,223607979,2045247,737796,18251968,135618240,21900,129,277,190,438831,25,111497932,51095,6705604,TRUE
"3686","Maniac","Maniac","Conan Gray",2019-10-25,"USUM71920712","3653",22.4,845222205,109624,33327204,71,108306968,2342473,196948,49175319,316355255,21240769,58,30836,17,25809,8,22570411,35458,1531126,FALSE
"3687","Love Me Harder","So Fresh  The Hits Of Summer 2015 + Best O","Ariana Grande",2014-01-01,"USUM71409728","3655",22.4,917284463,80957,31639571,73,930161541,5513057,18522,2323429,18428812,504598711,84,18813,55,778510,19,308184099,116610,5880498,FALSE
"3688","Si Supieras","Si Supieras","Daddy Yankee",2019-06-28,"US2BU1900761","3677",22.4,306404848,33666,10575144,63,605370523,2987290,410825,4557282,56631793,131730572,47,4874,14,108812,14,33439792,6173,1301119,FALSE
